feature_id,product_id,feature_name,feature_description,feature_tier,feature_value_weight
F00238,P0061,Risk Scoring (IoT Security),Adjacent capability providing risk scoring within IoT Security — Premium.,Adjacent,1
F00239,P0061,Data Classification (IoT Security),Adjacent capability providing data classification within IoT Security — Premium.,Adjacent,1
F00240,P0062,Inline Analysis (Advanced URL Filtering),Core capability providing inline analysis within Advanced URL Filtering — Essentials.,Core,3
F00241,P0062,Sandboxing (Advanced URL Filtering),Adjacent capability providing sandboxing within Advanced URL Filtering — Essentials.,Adjacent,1
F00242,P0062,Automation (Advanced URL Filtering),Core capability providing automation within Advanced URL Filtering — Essentials.,Core,3
F00243,P0062,Rule Optimisation (Advanced URL Filtering),Core capability providing rule optimisation within Advanced URL Filtering — Essentials.,Core,3
F00244,P0063,Segmentation (Advanced DNS Security),Core capability providing segmentation within Advanced DNS Security — Premium.,Core,3
F00245,P0063,Sandboxing (Advanced DNS Security),Core capability providing sandboxing within Advanced DNS Security — Premium.,Core,3
F00246,P0063,Segmentation (Advanced DNS Security),Adjacent capability providing segmentation within Advanced DNS Security — Premium.,Adjacent,1
F00247,P0063,Segmentation (Advanced DNS Security),Core capability providing segmentation within Advanced DNS Security — Premium.,Core,3
F00248,P0063,Playbook Orchestration (Advanced DNS Security),Differentiator capability providing playbook orchestration within Advanced DNS Security — Premium.,Differentiator,2
F00249,P0064,Rule Optimisation (Autonomous DEM),Core capability providing rule optimisation within Autonomous DEM — Premium.,Core,3
F00250,P0064,Reporting (Autonomous DEM),Differentiator capability providing reporting within Autonomous DEM — Premium.,Differentiator,2
F00251,P0064,Inline Analysis (Autonomous DEM),Adjacent capability providing inline analysis within Autonomous DEM — Premium.,Adjacent,1
F00252,P0064,Reporting (Autonomous DEM),Core capability providing reporting within Autonomous DEM — Premium.,Core,3
F00253,P0065,Reporting (NGFW),Core capability providing reporting within NGFW — Essentials.,Core,3
F00254,P0065,Traffic Inspection (NGFW),Differentiator capability providing traffic inspection within NGFW — Essentials.,Differentiator,2
F00255,P0065,Data Classification (NGFW),Differentiator capability providing data classification within NGFW — Essentials.,Differentiator,2
F00256,P0066,Reporting (IoT Security),Core capability providing reporting within IoT Security — Premium.,Core,3
F00257,P0066,Automation (IoT Security),Differentiator capability providing automation within IoT Security — Premium.,Differentiator,2
F00258,P0066,Posture Assessment (IoT Security),Differentiator capability providing posture assessment within IoT Security — Premium.,Differentiator,2
F00259,P0067,Segmentation (Advanced URL Filtering),Core capability providing segmentation within Advanced URL Filtering — Premium.,Core,3
F00260,P0067,Inline Analysis (Advanced URL Filtering),Differentiator capability providing inline analysis within Advanced URL Filtering — Premium.,Differentiator,2
F00261,P0067,Automation (Advanced URL Filtering),Adjacent capability providing automation within Advanced URL Filtering — Premium.,Adjacent,1
F00262,P0067,Alert Triage (Advanced URL Filtering),Adjacent capability providing alert triage within Advanced URL Filtering — Premium.,Adjacent,1
F00263,P0067,Data Classification (Advanced URL Filtering),Differentiator capability providing data classification within Advanced URL Filtering — Premium.,Differentiator,2
F00264,P0068,Posture Assessment (Cortex XSIAM),Core capability providing posture assessment within Cortex XSIAM — Essentials.,Core,3
F00265,P0068,Policy (Cortex XSIAM),Differentiator capability providing policy within Cortex XSIAM — Essentials.,Differentiator,2
F00266,P0068,Sandboxing (Cortex XSIAM),Adjacent capability providing sandboxing within Cortex XSIAM — Essentials.,Adjacent,1
F00267,P0068,Playbook Orchestration (Cortex XSIAM),Differentiator capability providing playbook orchestration within Cortex XSIAM — Essentials.,Differentiator,2
F00268,P0069,Inline Analysis (Enterprise DLP),Core capability providing inline analysis within Enterprise DLP — Advanced.,Core,3
F00269,P0069,Reporting (Enterprise DLP),Adjacent capability providing reporting within Enterprise DLP — Advanced.,Adjacent,1
F00270,P0069,Policy (Enterprise DLP),Differentiator capability providing policy within Enterprise DLP — Advanced.,Differentiator,2
F00271,P0069,Detection (Enterprise DLP),Differentiator capability providing detection within Enterprise DLP — Advanced.,Differentiator,2
F00272,P0069,Alert Triage (Enterprise DLP),Adjacent capability providing alert triage within Enterprise DLP — Advanced.,Adjacent,1
F00273,P0070,Automation (AI Posture Management),Core capability providing automation within AI Posture Management — Essentials.,Core,3
F00274,P0070,Rule Optimisation (AI Posture Management),Differentiator capability providing rule optimisation within AI Posture Management — Essentials.,Differentiator,2
F00275,P0070,Rule Optimisation (AI Posture Management),Differentiator capability providing rule optimisation within AI Posture Management — Essentials.,Differentiator,2
F00276,P0071,Threat Hunting (Prisma Access),Core capability providing threat hunting within Prisma Access — Premium.,Core,3
F00277,P0071,Playbook Orchestration (Prisma Access),Adjacent capability providing playbook orchestration within Prisma Access — Premium.,Adjacent,1
F00278,P0071,Inline Analysis (Prisma Access),Core capability providing inline analysis within Prisma Access — Premium.,Core,3
F00279,P0071,Automation (Prisma Access),Adjacent capability providing automation within Prisma Access — Premium.,Adjacent,1
F00280,P0072,Rule Optimisation (Advanced DNS Security),Core capability providing rule optimisation within Advanced DNS Security — Advanced.,Core,3
F00281,P0072,Risk Scoring (Advanced DNS Security),Core capability providing risk scoring within Advanced DNS Security — Advanced.,Core,3
F00282,P0072,Sandboxing (Advanced DNS Security),Adjacent capability providing sandboxing within Advanced DNS Security — Advanced.,Adjacent,1
F00283,P0072,Compliance Mapping (Advanced DNS Security),Core capability providing compliance mapping within Advanced DNS Security — Advanced.,Core,3
F00284,P0073,Data Classification (Enterprise DLP),Core capability providing data classification within Enterprise DLP — Premium.,Core,3
F00285,P0073,Threat Hunting (Enterprise DLP),Differentiator capability providing threat hunting within Enterprise DLP — Premium.,Differentiator,2
F00286,P0073,Posture Assessment (Enterprise DLP),Differentiator capability providing posture assessment within Enterprise DLP — Premium.,Differentiator,2
F00287,P0074,Incident Timeline (Cortex Cloud),Core capability providing incident timeline within Cortex Cloud — Advanced.,Core,3
F00288,P0074,Incident Timeline (Cortex Cloud),Differentiator capability providing incident timeline within Cortex Cloud — Advanced.,Differentiator,2
F00289,P0074,Alert Triage (Cortex Cloud),Adjacent capability providing alert triage within Cortex Cloud — Advanced.,Adjacent,1
F00290,P0074,Anomaly Scoring (Cortex Cloud),Core capability providing anomaly scoring within Cortex Cloud — Advanced.,Core,3
F00291,P0075,Log Retention (Advanced DNS Security),Core capability providing log retention within Advanced DNS Security — Advanced.,Core,3
F00292,P0075,Sandboxing (Advanced DNS Security),Differentiator capability providing sandboxing within Advanced DNS Security — Advanced.,Differentiator,2
F00293,P0075,Inline Analysis (Advanced DNS Security),Adjacent capability providing inline analysis within Advanced DNS Security — Advanced.,Adjacent,1
F00294,P0075,Risk Scoring (Advanced DNS Security),Core capability providing risk scoring within Advanced DNS Security — Advanced.,Core,3
F00295,P0076,Alert Triage (Exposure Management),Core capability providing alert triage within Exposure Management — Essentials.,Core,3
F00296,P0076,Traffic Inspection (Exposure Management),Adjacent capability providing traffic inspection within Exposure Management — Essentials.,Adjacent,1
F00297,P0076,Policy (Exposure Management),Adjacent capability providing policy within Exposure Management — Essentials.,Adjacent,1
F00298,P0077,Compliance Mapping (Advanced Threat Prevention),Core capability providing compliance mapping within Advanced Threat Prevention — Advanced.,Core,3
F00299,P0077,Data Classification (Advanced Threat Prevention),Adjacent capability providing data classification within Advanced Threat Prevention — Advanced.,Adjacent,1
F00300,P0077,Rule Optimisation (Advanced Threat Prevention),Differentiator capability providing rule optimisation within Advanced Threat Prevention — Advanced.,Differentiator,2
F00301,P0077,Identity Correlation (Advanced Threat Prevention),Differentiator capability providing identity correlation within Advanced Threat Prevention — Advanced.,Differentiator,2
F00302,P0078,Alert Triage (NGFW),Core capability providing alert triage within NGFW — Essentials.,Core,3
F00303,P0078,Policy (NGFW),Differentiator capability providing policy within NGFW — Essentials.,Differentiator,2
F00304,P0078,Log Retention (NGFW),Differentiator capability providing log retention within NGFW — Essentials.,Differentiator,2
F00305,P0078,Detection (NGFW),Differentiator capability providing detection within NGFW — Essentials.,Differentiator,2
F00306,P0079,Posture Assessment (Prisma Browser),Core capability providing posture assessment within Prisma Browser — Essentials.,Core,3
F00307,P0079,Reporting (Prisma Browser),Differentiator capability providing reporting within Prisma Browser — Essentials.,Differentiator,2
F00308,P0079,Alert Triage (Prisma Browser),Adjacent capability providing alert triage within Prisma Browser — Essentials.,Adjacent,1
F00309,P0079,Alert Triage (Prisma Browser),Adjacent capability providing alert triage within Prisma Browser — Essentials.,Adjacent,1
F00310,P0080,Alert Triage (Cortex Cloud),Core capability providing alert triage within Cortex Cloud — Essentials.,Core,3
F00311,P0080,Rule Optimisation (Cortex Cloud),Differentiator capability providing rule optimisation within Cortex Cloud — Essentials.,Differentiator,2
F00312,P0080,Sandboxing (Cortex Cloud),Adjacent capability providing sandboxing within Cortex Cloud — Essentials.,Adjacent,1
F00313,P0080,Data Classification (Cortex Cloud),Adjacent capability providing data classification within Cortex Cloud — Essentials.,Adjacent,1
F00314,P0081,Data Classification (AI Access Security),Core capability providing data classification within AI Access Security — Advanced.,Core,3
F00315,P0081,Rule Optimisation (AI Access Security),Differentiator capability providing rule optimisation within AI Access Security — Advanced.,Differentiator,2
F00316,P0081,Policy (AI Access Security),Adjacent capability providing policy within AI Access Security — Advanced.,Adjacent,1
F00317,P0082,Threat Hunting (Advanced Threat Prevention),Core capability providing threat hunting within Advanced Threat Prevention — Advanced.,Core,3
F00318,P0082,Compliance Mapping (Advanced Threat Prevention),Adjacent capability providing compliance mapping within Advanced Threat Prevention — Advanced.,Adjacent,1
F00319,P0082,Traffic Inspection (Advanced Threat Prevention),Adjacent capability providing traffic inspection within Advanced Threat Prevention — Advanced.,Adjacent,1
